50.5,18,50.5,50.5,50.5,50.5,50.5,0,46
50.8,18,50.5,50.5,50.5,50.5,50.5,0,46
50.8,18,50.8,50.5,50.5,50.5,50.5,0,46
50.9,18,50.8,50.8,50.5,50.5,50.5,0,46
51.5,19,50.9,50.8,50.8,50.5,50.5,0,47
51.8,19,51.5,50.9,50.8,50.8,50.5,0,46
51.5,19,51.8,51.5,50.9,50.8,50.8,0,47
51.4,19,51.5,51.8,51.5,50.9,50.8,0,47
51.3,19,51.4,51.5,51.8,51.5,50.9,0,47
50.9,19,51.3,51.4,51.5,51.8,51.5,0,47
51,19,50.9,51.3,51.4,51.5,51.8,0,47
50.8,19,51,50.9,51.3,51.4,51.5,0,47
51.1,19,50.8,51,50.9,51.3,51.4,0,47
51.1,19,51.1,50.8,51,50.9,51.3,0,46
48.3,19,51.1,51.1,50.8,51,50.9,0,47
49.4,19,48.3,51.1,51.1,50.8,51,0,47
50.3,19,49.4,48.3,51.1,51.1,50.8,0,48
50.6,19,50.3,49.4,48.3,51.1,51.1,0,48
50.5,19,50.6,50.3,49.4,48.3,51.1,0,49
49.9,19,50.5,50.6,50.3,49.4,48.3,0,49
49.6,19,49.9,50.5,50.6,50.3,49.4,0,49
50.1,19,49.6,49.9,50.5,50.6,50.3,0,49
50.1,19,50.1,49.6,49.9,50.5,50.6,0,49
50.2,20,50.1,50.1,49.6,49.9,50.5,0,49
50.4,20,50.2,50.1,50.1,49.6,49.9,0,49
50.4,20,50.4,50.2,50.1,50.1,49.6,0,49
50.5,20,50.4,50.4,50.2,50.1,50.1,0,49
50.9,20,50.5,50.4,50.4,50.2,50.1,0,49
51,20,50.9,50.5,50.4,50.4,50.2,0,49
51.4,20,51,50.9,50.5,50.4,50.4,0,49
51.3,20,51.4,51,50.9,50.5,50.4,0,49
51.4,20,51.3,51.4,51,50.9,50.5,0,49
51.2,20,51.4,51.3,51.4,51,50.9,0,49
51,20,51.2,51.4,51.3,51.4,51,0,49
50.9,20,51,51.2,51.4,51.3,51.4,0,50
50.6,21,50.9,51,51.2,51.4,51.3,0,50
50.4,21,50.6,50.9,51,51.2,51.4,0,50
50.2,21,50.4,50.6,50.9,51,51.2,0,50
50.3,21,50.2,50.4,50.6,50.9,51,0,50
50.2,21,50.3,50.2,50.4,50.6,50.9,0,50
50.2,21,50.2,50.3,50.2,50.4,50.6,0,50
50.2,21,50.2,50.2,50.3,50.2,50.4,0,50
50.2,21,50.2,50.2,50.2,50.3,50.2,0,50
49.8,21,50.2,50.2,50.2,50.2,50.3,0,51
50.3,21,49.8,50.2,50.2,50.2,50.2,0,51
50.2,21,50.3,49.8,50.2,50.2,50.2,0,51
50.4,21,50.2,50.3,49.8,50.2,50.2,0,52
50.6,21,50.4,50.2,50.3,49.8,50.2,0,52
50.9,22,50.6,50.4,50.2,50.3,49.8,0,52
51,22,50.9,50.6,50.4,50.2,50.3,0,53
51.2,22,51,50.9,50.6,50.4,50.2,0,53
51.4,22,51.2,51,50.9,50.6,50.4,0,53
51.7,22,51.4,51.2,51,50.9,50.6,0,54
51.7,22,51.7,51.4,51.2,51,50.9,0,54
51.8,22,51.7,51.7,51.4,51.2,51,0,54
51.9,22,51.8,51.7,51.7,51.4,51.2,0,54
52,22,51.9,51.8,51.7,51.7,51.4,0,54
52,22,52,51.9,51.8,51.7,51.7,0,54
52,22,52,52,51.9,51.8,51.7,0,55
52,22,52,52,52,51.9,51.8,0,55
52.2,23,52,52,52,52,51.9,0,55
52.4,23,52.2,52,52,52,52,0,55
52.4,23,52.4,52.2,52,52,52,0,55
52.5,23,52.4,52.4,52.2,52,52,0,55
52.6,23,52.5,52.4,52.4,52.2,52,0,55
52.9,23,52.6,52.5,52.4,52.4,52.2,0,55
53,23,52.9,52.6,52.5,52.4,52.4,0,56
53.3,23,53,52.9,52.6,52.5,52.4,0,56
53.4,23,53.3,53,52.9,52.6,52.5,0,56
53.5,23,53.4,53.3,53,52.9,52.6,0,58
53.5,23,53.5,53.4,53.3,53,52.9,0,58
53.7,23,53.5,53.5,53.4,53.3,53,0,58
53.8,23,53.7,53.5,53.5,53.4,53.3,0,58
53.8,0,53.8,53.7,53.5,53.5,53.4,0,58
53.7,0,53.8,53.8,53.7,53.5,53.5,0,58
53.7,0,53.7,53.8,53.8,53.7,53.5,0,58
53.7,0,53.7,53.7,53.8,53.8,53.7,0,59
53.7,0,53.7,53.7,53.7,53.8,53.8,0,59
53.7,0,53.7,53.7,53.7,53.7,53.8,0,59
53.7,0,53.7,53.7,53.7,53.7,53.7,0,59
53.8,0,53.7,53.7,53.7,53.7,53.7,0,59
53.8,0,53.8,53.7,53.7,53.7,53.7,0,60
53.8,0,53.8,53.8,53.7,53.7,53.7,0,60
53.9,0,53.8,53.8,53.8,53.7,53.7,0,60
54,0,53.9,53.8,53.8,53.8,53.7,0,61
54,1,54,53.9,53.8,53.8,53.8,0,61
54.1,1,54,54,53.9,53.8,53.8,0,61
54.1,1,54.1,54,54,53.9,53.8,0,61
54.2,1,54.1,54.1,54,54,53.9,0,61
54.2,1,54.2,54.1,54.1,54,54,0,62
54.3,1,54.2,54.2,54.1,54.1,54,0,62
54.3,1,54.3,54.2,54.2,54.1,54.1,0,62
54.4,1,54.3,54.3,54.2,54.2,54.1,0,62
54.5,1,54.4,54.3,54.3,54.2,54.2,0,62
54.5,1,54.5,54.4,54.3,54.3,54.2,0,62
54.6,1,54.5,54.5,54.4,54.3,54.3,0,62
54.6,1,54.6,54.5,54.5,54.4,54.3,0,63
54.6,2,54.6,54.6,54.5,54.5,54.4,0,63
54.7,2,54.6,54.6,54.6,54.5,54.5,0,63
54.7,2,54.7,54.6,54.6,54.6,54.5,0,63
54.7,2,54.7,54.7,54.6,54.6,54.6,0,63
54.7,2,54.7,54.7,54.7,54.6,54.6,0,63
54.8,2,54.7,54.7,54.7,54.7,54.6,0,64
54.8,2,54.8,54.7,54.7,54.7,54.7,0,64
54.9,2,54.8,54.8,54.7,54.7,54.7,0,64
54.9,2,54.9,54.8,54.8,54.7,54.7,0,64
54.9,2,54.9,54.9,54.8,54.8,54.7,0,64
54.9,2,54.9,54.9,54.9,54.8,54.8,0,64
54.9,2,54.9,54.9,54.9,54.9,54.8,0,63
54.9,2,54.9,54.9,54.9,54.9,54.9,0,63
54.9,3,54.9,54.9,54.9,54.9,54.9,0,63
55,3,54.9,54.9,54.9,54.9,54.9,0,63
54.9,3,55,54.9,54.9,54.9,54.9,0,63
55,3,54.9,55,54.9,54.9,54.9,0,63
55,3,55,54.9,55,54.9,54.9,0,63
55,3,55,55,54.9,55,54.9,0,64
55,3,55,55,55,54.9,55,0,64
55,3,55,55,55,55,54.9,0,64
55,3,55,55,55,55,55,0,64
55,3,55,55,55,55,55,0,64
55,3,55,55,55,55,55,0,64
55,3,55,55,55,55,55,0,64
55,4,55,55,55,55,55,0,64
55,4,55,55,55,55,55,0,64
55,4,55,55,55,55,55,0,64
55,4,55,55,55,55,55,0,65
55,4,55,55,55,55,55,0,65
55,4,55,55,55,55,55,0,65
55,4,55,55,55,55,55,0,66
54.9,4,55,55,55,55,55,0,66
54.9,4,54.9,55,55,55,55,0,67
54.9,4,54.9,54.9,55,55,55,0,67
54.9,4,54.9,54.9,54.9,55,55,0,67
54.9,4,54.9,54.9,54.9,54.9,55,0,67
54.8,4,54.9,54.9,54.9,54.9,54.9,0,68
54.8,5,54.8,54.9,54.9,54.9,54.9,0,68
54.7,5,54.8,54.8,54.9,54.9,54.9,0,68
54.7,5,54.7,54.8,54.8,54.9,54.9,0,68
54.7,5,54.7,54.7,54.8,54.8,54.9,0,68
54.6,5,54.7,54.7,54.7,54.8,54.8,0,68
54.5,5,54.6,54.7,54.7,54.7,54.8,0,68
54.6,5,54.5,54.6,54.7,54.7,54.7,0,68
54.5,5,54.6,54.5,54.6,54.7,54.7,0,68
54.5,5,54.5,54.6,54.5,54.6,54.7,0,68
54.5,5,54.5,54.5,54.6,54.5,54.6,0,68
54.5,5,54.5,54.5,54.5,54.6,54.5,0,68
54.5,5,54.5,54.5,54.5,54.5,54.6,0,68
54.5,6,54.5,54.5,54.5,54.5,54.5,0,68
54.5,6,54.5,54.5,54.5,54.5,54.5,0,68
54.5,6,54.5,54.5,54.5,54.5,54.5,0,68
54.5,6,54.5,54.5,54.5,54.5,54.5,0,68
54.4,6,54.5,54.5,54.5,54.5,54.5,0,68
54.4,6,54.4,54.5,54.5,54.5,54.5,0,68
54.4,6,54.4,54.4,54.5,54.5,54.5,0,68
54.4,6,54.4,54.4,54.4,54.5,54.5,0,68
54.3,6,54.4,54.4,54.4,54.4,54.5,0,68
54.3,6,54.3,54.4,54.4,54.4,54.4,0,68
54.3,6,54.3,54.3,54.4,54.4,54.4,0,68
54.3,6,54.3,54.3,54.3,54.4,54.4,0,68
54.3,7,54.3,54.3,54.3,54.3,54.4,0,68
54.3,7,54.3,54.3,54.3,54.3,54.3,0,68
54.3,7,54.3,54.3,54.3,54.3,54.3,0,69
54.2,7,54.3,54.3,54.3,54.3,54.3,0,69
54.1,7,54.2,54.3,54.3,54.3,54.3,0,69
